	movie_id	character	title	agent_verbs	patient_verbs	attributes	religion	age	Gender	title_embeddings
673	27301563	Vidyalakshmi		['appears', 'trying', 'becomes', 'captures', 'refuses', 'decides']	['brings', 'married']	['scion']				
674	27301563	Shanavas		['does']		['mother', 'brother', 'Muslim', 'daughter']	Muslim		M	
675	12393362	Yusuke Yoshino								
676	12393362	Kouko Ibuki	teacher	['gives', 'take']						
677	4041345	Nick Persons		['apologizes', 'gets', 'get', 'fired', 'deliver', 'fires', 'finds', 'presents', 'decides', 'go']	['fix', 'married', 'take', 'tells']	['most']			M	
678	4041345	Suzanne		['goes', 'tells', 'comes', 'move', 'gives', 'go']		['words']				
679	17717339	Hermann Göring		['appears', 'uses', 'isolated', 'begins', 'commits', 'holds', 'takes']	['sentenced', 'imprisoned', 'stripped', 'serves', 'arrested', 'transferred']	['dominance', 'wife', 'jovial']				
680	17717339	Emmy				['wife']				
681	24926538	Jimmy Dolan								
682	12496727	Sam		['able', 'end', 'jump', 'discover', 'try']	['escape', 'decide']	['engineers']				
683	12496727	Rob		['able', 'end', 'flows', 'discover', 'try']	['decide']					
684	29047988	Jacques Leroi		['formed', 'finds']					M	
685	29047988	Madge		['dumped']	['marries']	['digging']				
686	25430565	George				['husband']			M	
687	25430565	Abigail		['pulls', 'takes', 'deduces', 'asks', 'learns']	['tell', 'instructs']	['husband', 'daughter']			F	
688	25430565	Lisa	designer	['died', 'travels', 'die', 'designer', 'refused', 'known', 'instructs', 'dead']	['seek', 'do', 'moved', 'finding']	['husband', 'memory', 'stuff', 'computer', 'voice', 'lover']			F	
689	12138818	Leston		['asks', 'making', 'lands', 'realizes', 'leave', 'considers', 'notices']	['convince', 'raised']	['Kay', 'husband', 'job']		41		
690	12138818	Jewel Hilburn		['scratching', 'refuses', 'works', 'received', 'responsible', 'determines', 'leave', 'realized', 'accepts', 'takes', 'comes', 'visits', 'let', 'gives', 'is', 'concentrates', 'optimistic', 'faced', 'caring', 'applied', 'reads']	['convince', 'tells', 'asks', 'warns']	['39', 'care', 'outraged', 'kids', 'California']		39	F	
691	20979326	Donald Brocklebank		['sent', 'leaves', 'bearing', 'supports']						
692	34611534	Miriam Franz		['left', 'join', 'drives', 'confesses', 'expresses', 'packs', 'belong', 'take', 'tells', 'dismisses', 'turned', 'informs', 'sailing', 'concerned', 'learns', 'returns', 'brings', 'mentioned', 'says', 'living']	['tells', 'assures', 'concerned', 'thinks', 'shore']					
693	34611534	André		['drops', 'join', 'seems', 'given', 'unimpressed', 'take']	['tells']	['husband']				
694	10703506	Thorkel		['hears']	['believe', 'married', 'kill', 'suspect', 'leading']	['brother']				
695	10703506	Bork		['harass', 'arrive']	['kill', 'encouraging', 'tells', 'visits']	['men', 'henchmen']				
696	10703506	Vestein			['killed', 'kill', 'taking']	['body', 'murder', 'death', 'sons', 'sister']				
697	10703506	Gisli		['stabs', 'concludes', 'finds', 'fights', 'hiding', 'pulls', 'flees', 'runs', 'decides', 'rushes', 'enters']	['kill', 'hide', 'learns', 'believes', 'discovered', 'confronted', 'finds']	['home', 'tired', 'sister', 'brother', 'wife', 'dreams']				
698	10703506	Thordis		['tells', 'feels', 'attempts']	['stab']	['sister', 'widow']				
699	28763145	Lei Bin	surgeon							
700	28763145	messenger Ah - sheng								
701	30864723	Anne	editor	['developing']	['torn']	['editor']				
702	30864723	Nick				['husband']				
703	8982712	Elham		['covered', 'done']		['wife']				
704	8982712	Subhi		['wants']	['take']	['murder', 'friend']				
705	161974	Graham Marshall	executive	['starts', 'becomes', 'feels', 'live']	['named']	['executive']			M	
706	161974	Leslie				['wife']				
707	572255	Pauline			['killed', 'ambushed']	['behest']				
708	572255	Buford Pusser								
709	5157752	Varam		['gets', 'reach', 'delivers', 'turns', 'go']	['see', 'marries', 'drops']	['husband', 'sister']			F	
710	5157752	Annavaram		['go', 'meets', 'detains', 'reaches', 'marries', 'finds', 'has', 'drops', 'returns']	['see']	['union']				
711	20579750	Kedarnath		['replaced', 'goes', 'writes', 'comes', 'rents', 'teaches']	['help', 'ridden']				M	
712	20579750	Maya		['tells']	['tells']	['wife']			F	
713	12787080	Andrzej	captain	['continues', 'dead', 'suffering', 'it']	['keep', 'taken', 'misidentified', 'detained']	['father', 'name', 'diary']				
714	12787080	Anna		['manages']	['return', 'tell', 'visits']	['his', 'wife']				
715	18726173	Donald Luckman		['left', 'reveals']	['meaning']	['wife', 'unaware', 'trial']				
716	23295795	Doug Billings			['joins']	['wife']			M	
717	23295795	Doug Billings			['joins']	['wife']			M	
718	23295795	Tracy				['wife']			F	
719	3361465	Dardo Bartoli		['tries', 'kills', 'catches', 'sends', 'aiming', 'crafty', 'gives', 'shows', 'finds', 'learns', 'rescue', 'alive', 'embraces', 'frees', 'makes']	['leaves', 'persuade', 'fight', 'struck', 'warns', 'hanged']	['wife', 'band', 'son']			M	
720	9121908	Jasper Woodcock	teacher	['refute', 'suffering', 'receives', 'challenges', 'become', 'mate', 'asshole']	['married', 'praised', 'remembers', 'presented']	['beating', 'treatment']			M	
721	9121908	Beverly		['become']	['married']	['mother']				
722	582398	Judy Bernly	secretary	['upset', 'sends', 'fell', 'married', 'wanting', 'place', 'finds', 'gotten', 'firing', 'discovers']	['shoot', 'threatens', 'get', 'join', 'convinces', 'discover', 'come']	['shock']			F	
723	582398	Franklin Hart		['bound', 'fires', 'happy', 'pleased', 'circulated', 'feared', 'receives', 'hated', 'gagged', 'turns', 'has', 'refuses', 'scrambles', 'knocks']	['involved', 'bring', 'work', 'congratulate', 'informs', 'allow', 'replace', 'believe', 'take', 'heard', 'calls', 'prevent', 'move', 'abducted', 'appalled', 'recruits']	['claims', 'assistant', 'Jr.', 'signature', 'home', 'wife', 'hands', 'office', 'coffee']				
724	26799009	Consuelo Cristancho		['talking', 'scolds', 'gets', 'asks']	['come']					
725	26799009	Miguel Cristancho		['apologizes', 'prepare', 'admits', 'hang', 'go']	['remind', 'scolds', 'humillates']	['clothesline', 'neighbor', 'families', 'challenges', 'husband']				
726	4885828	Walter	leader	['overpowers', 'bombards']	['escapes']	['leader', 'home']				
727	15073672	Joe Kinney		['wants', 'unpopular', 'married', 'robbed']	['takes', 'prove']	['murder', 'fiancée', 'marriage']			M	
728	15073672	Nellie Farrell							F	
729	27063955	Frank Darbo	cook	['realizes', 'immortalizes', 'decides', 'goes', 'changes', 'gains', 'insists', 'assumes', 'encounters', 'sinks', 'takes', 'stabs', 'attempts', 'creates', 'go', 'believes', 'looks']	['tells', 'struck', 'let', 'call', 'shoot', 'cajoles', 'leaves', 'rescue']	['convinced', 'wall', 'identities', 'wounded']				
730	1707352	Shobhna		['live', 'fears']						
731	1707352	Balraj Kapoor	businessman	['stands', 'it', 'seeks', 'convinces', 'gets', 'apologizes', 'asks', 'father']	['go', 'bring']	['brother']			M	
732	30818824	Forrest		['threatens', 'find', 'arrange', 'ends', 'recovers', 'learns', 'joins', 'kill', 'walks', 'married', 'refuses', 'meets', 'realizes', 'begins', 'hires', 'dying', 'tells', 'falls', 'convinces']	['kill', 'informs', 'meet', 'shoots']	['throat']				
733	30818824	Howard		['follows', 'gets', 'confront', 'find', 'arrange', 'misses', 'married']	['forced', 'flee', 'meet']					
734	30818824	Maggie Beauford	dancer	['tries', 'say']	['dissuade', 'married', 'harrass']					
735	30818824	Bertha Minnix			['married', 'courting']	['father']				
736	30818824	Jack		['returns', 'married', 'meets', 'decides', 'goes', 'confront', 'finds']	['advises', 'send', 'show', 'flee', 'forced', 'tells', 'confront', 'travel', 'provides', 'continue', 'recognizes', 'allows']	['house']				
737	6458885	Beltinsky	captain	['buys', 'investigating']						
738	2673183	George Talbot		['arrives', 'standing']	['spend']	['house']				
739	3407587	Connor MacLeod		['seems', 'departs', 'go', 'taught', 'convinces', 'kills', 'has', 'attempts', 'returns']	['take', 'believed', 'bury', 'killing', 'torture', 'stand', 'discovers', 'ridden']	['advice', 'mother', 'loft', 'wife', 'daughter']			M	
740	6320542	Dick Vermeil	head coach coach		['head']	['victory', 'attention']			M	
741	61519	Lucie Manette		['arrested', 'marries', 'pleads', 'thanked', 'meets']	['persuades', 'leave', 'informed', 'taken']	['servant', 'care']				
742	61519	Charles Darnay		['carried']	['save', 'visit', 'tricked', 'saved', 'marries', 'framed', 'released']					
743	16794053	Danny		['show', 'find', 'go', 'kills', 'attempts', 'shoots', 'learns']						
744	16794053	Bernard White		['pleads', 'lock']	['kill']					
745	16794053	Sadie		['lock', 'succumb']	['bitten', 'kill']	['neck']			F	
746	16794053	Yuri	manager	['remembers', 'lock', 'go', 'bitten']	['bite']	['manager', 'apartment']				
747	16794053	Wanda			['bite']	['wife']				
748	19413701	Margherita		['leaves', 'receives']		['husband']				
749	12356406	Gulab		['falls', 'returns']		['wife']				
750	12356406	Gandhi My Father	barrister	['hoped', 'give', 'paints']		['relationship']				
751	6712075	George		['fighting', 'kill', 'emerges', 'approaches', 'alone', 'slain', 'seen', 'takes', 'last', 'notices', 'encounters', 'pursues', 'returned']	['knocks', 'marry']	['father', 'knight', 'betrayal']				
752	6712075	Lunna	Princess	['realizes', 'fears', 'disappeared']	['overcome']	['cousin']				
753	31212825	K.K. Madhavan								
754	9057875	Suraj Singh		['meets', 'tries', 'gone', 'stops', 'manages', 'walks']	['bring', 'meet', 'win', 'get', 'love', 'prove', 'marries', 'detests']					
755	9057875	Komal		['marries', 'tries', 'furious', 'lonely', 'meets', 'meet', 'leaves', 'cuts', 'depressed']	['commit']	['husband', 'gown', 'beautiful', 'wealthy']				
756	15055886	Mojdeh		['suspects']						
757	15055886	Simin				['neighbor']				
758	28118579	Rex Bell								
759	865607	Carroon		['leaves', 'absorbs', 'kills', 'become', 'encounters', 'appears', 'flees']	['find', 'taken', 'shock', 'changed']	['wife']				
760	865607	Judith		['discover']		['wife']				
761	22507815	Ellen Farris		['informs', 'takes', 'gets', 'forced', 'starts', 'asks', 'applied', 'suffering', 'pleads']	['become', 'write', 'seen', 'informs']	['wife', 'examination', 'trial', 'wife']			F	
762	22507815	David Farris		['cremated']						
763	22507815	Lorraine Farris		['drops', 'died']	['cremated', 'asks', 'get', 'informs', 'having']	['his', 'death', 'second']				
764	9598213	Don Vincenzo							M	
765	10378192	Tim Mason	Commander	['keen', 'take', 'decides', 'nearing', 'broadcasting', 'takes', 'agrees']	['go', 'make', 'meet']	['return', 'Officer', 'intervention', 'voice']				
766	8203141	Meryem				['wife']				
767	8203141	Haydar			['inspire', 'convince']					
768	30742676	Paul		['got']					M	
769	30742676	Lynn		['took', 'fearful', 'wreck', 'attending']	['married']	['mother']			F	
770	36341206	Sandro		['shoots', 'leaves']	['leave', 'dismissed', 'forcing', 'hides']	['worker', 'poor', 'cronies']				
771	36341206	Valerio		['sympathetic', 'walking', 'hides', 'refuses', 'meets']	['committed', 'shake', 'takes']	['protection']				
772	27766469	Jaxx		['formed', 'grows', 'loved']		['head', 'rising']				
773	29420882	Maxie Howard	guide	['walked', 'start', 'realizes', 'unable', 'give']	['understand', 'inspires', 'file']	['suspicion', 'help']			F	
774	29420882	Jerry		['became']		['husband']				
775	29420882	Ron Weston		['oversees', 'continues', 'convinces', 'expresses', 'coping', 'promises']	['change']	['problems']				
776	29420882	Kevin Conway								
777	11254779	Bhagvanti			['marries']					
778	11254779	Jeevandas		['childless', 'marries']		['men']				
779	11254779	Parvati			['marries']					
780	11254779	Shankar		['marries']		['men']				
781	11254779	Govind		['becomes', 'celebrate']		['sons', 'son']				
782	29982114	Bharath	Captain	['takes', 'put', 'Hind']	['sentenced']	['Indian']				
783	5467648	Ollie		['realise', 'finds', 'starts', 'pursue']						
784	32099336	Ana				['wife']				
785	32099336	John Ralph Ottway		['works', 'dragged', 'leave', 'calms', 'stops', 'disarmed', 'confesses', 'writes', 'continues', 'tells', 'awakens', 'sets', 'suggests', 'jumps', 'finds', 'hears', 'head', 'sees', 'remove', 'pulls', 'letting', 'continue', 'make']	['threatens', 'discover', 'leading', 'chased', 'attacks']	['leadership', 'head']				
786	13452919	Karl		['chased', 'shoots', 'catches', 'wed']		['head']				
787	13452919	Yasmine		['makes', 'arrive', 'run', 'flees', 'hits', 'flee', 'tries', 'searches', 'take', 'runs', 'escapes', 'have']	['persuade', 'carry', 'picked', 'chained', 'leads', 'wed', 'ambushed', 'tells', 'catches', 'have', 'chased', 'kill']	['escape', 'chains', 'pregnant', 'children']				
788	5414895	Zhou Yu							M	
789	9121918	Abbas Tyrewala							M	
790	9121918	Anjali				['wife']			F	
791	3100741	Sarah				['wife']				
792	3100741	Abram		['lives']						
793	30738119	Charles Boulin	collector	['finds']						
794	30738119	Anne				['wife']				
795	1564113	Katie		['gotten']		['wife']				
796	1564113	Dave Bannion	detective Sergeant	['protecting', 'resigns', 'describes', 'investigates', 'learns', 'forces', 'causing', 'returns', 'cop', 'gets', 'finds', 'accusing', 'confronts', 'captured', 'sets', 'visits']	['deal', 'reminds', 'put', 'contacted']	['daughter', 'accusations']				
797	1729915	Jettel		['develop', 'refuses', 'traveling', 'sleeps', 'allows']	['wants', 'go']	['wife']				
798	1729915	Walter	lawyer manager	['decides', 'applies', 'comes', 'traveling', 'sends', 'finds', 'find', 'states', 'wants']	['decide', 'allows', 'join']	['lawyer']				
799	5222403	Sarojini		['danseuse', 'put', 'remains', 'seems']	['find', 'honored']	['award']			F	
800	5222403	Manish		['takes']		['resentment']				
801	2162986	Chris Gardner	manager	['went', 'flees', 'race', 'develops', 'meets', 'finds', 'have', 'reveals', 'repairs']	['set', 'called', 'offered']					
802	2162986	Linda				['wife']			F	
803	22607311	Lam	secretary	['begs', 'opened', 'invested']	['married', 'delete', 'discovered', 'asks']	['secretary', 'comer', 'deaths']				
804	27122528	Charlie Bontempo		['procures', 'it', 'begins', 'coaxes', 'eager', 'has']	['become', 'have']					
805	3454332	Liz	prostitute	['watching', 'tries', 'attempting', 'agrees', 'stops', 'gives', 'has', 'panics', 'prostitute', 'walks']	['strangle', 'get', 'stop', 'treat']	['scenes', 'grateful', 'money']				
806	3454332	Charlie			['married']	['named', 'violent']				
807	3454332	Frank Smith								
808	15852561	Wladislaw Sergius Karamzin		['begins']	['Count']					
809	1389571	Shankar - she		['sets', 'tried', 'finds', 'reconcile', 'rescues', 'stopped', 'survives', 'returns', 'reveals', 'escape']	['run', 'pushes', 'asks', 'finds', 'operated', 'find']	['picture', 'picture', 'his', 'mute']				
810	1389571	Raja Saab	owner	['intends', 'takes', 'comes', 'sent', 'locks', 'murdered', 'pushes', 'tries', 'sells']	['marry', 'rape', 'have', 'tried', 'finds', 'marrying', 'informs']	['brother', 'secretary', 'plan', 'father']			M	
811	33467452	Elga Pulsaki		['marries', 'had']	['throws']					
812	33467452	Norman Hutchinson		['apologizes', 'throws', 'learns']		['sister']				
813	5818165	Albert Müller		['attack', 'pierces']	['her']	['daughter']				
814	5818165	Anna Müller				['wife', 'force']				
815	2388465	Dan Madigan		['broke', 'tries']	['wounded', 'spend']	['gun']				
816	3720437	Raziya		['goes']	['meet']				F	
817	3720437	Dileep			['married']					
818	3720437	Ganga			['meet', 'plead']				F	
819	10219034	Kathy Morrison		['thinks', 'wants']	['have', 'run']	['answer', 'mother', 'neighborhood']				
820	20977469	Minnie	duchess	['discovers', 'prepares']	['convinces', 'return', 'stay']	['gossip', 'divorced']				
821	20977469	George Grayston		['married']						
822	15347769	Basil Gregory		['stabs', 'has', 'continues']	['insist', 'invites']	['Englishman']				
823	8770199	Margaret		['pregnant']	['marry']	['daughter']				
824	8770199	Danny		['develop', 'passes', 'dons']	['born', 'abandoned']	['love']				
825	6299060	Jim		['returns', 'discovers', 'work']		['co-workers']				
826	6299060	Lorna		['goes', 'wife']		['unfaithfulness']				
827	18941522	Ann Carter		['goes', 'tell']	['exonerating', 'married', 'stop']	['life']			F	
828	18941522	Lawrence Reagan		['declares', 'leaves', 'shows']	['exonerating']	['friend']				
829	24269214	Dracula		['spice']						
830	9917168	Edgar Allan Poe		['becomes', 'intended', 'leaves', 'die']	['released', 'killed', 'pass', 'depicted', 'taken', 'found', 'kept']	['unable', 'injured', 'uncle', 'bedridden', 'conscious', 'life', 'his', 'incoherent', 'delirious']				
831	32538280	Nasir		['advocate']		['neighbour']				
832	32538280	Annie				['wife']			F	
833	32538280	Sarala		['marries', 'falls']						
834	32538280	Avarachan		['dies']		['son']				
835	1111237	Michael Mukherjee	student leader	['enter', 'love', 'wins']	['call']				M	
836	2324980	Johnny Vohden	Sergeant	['picks', 'walk', 'goes', 'visit', 'asks', 'signed']	['dressed']	['house', 'friend']			M	
837	2324980	Janet	policeman	['admits']		['wife']				
838	11453926	Ambrose			['encounter']					
839	11453926	Charlie		['walking']						
840	2843663	Nikki		['catches']					F	
841	24077910	Miriam Grant		['live', 'visiting', 'travel', 'finds', 'marries']	['agree', 'asks', 'begs', 'try']	['contacts', 'line']				
842	24077910	Blair		['contributes', 'travel']	['try', 'meets', 'marries']				M	
843	16113015	Stella Martin		['pretends', 'ready', 'goes', 'makes', 'watches', 'takes', 'tells', 'become', 'overhears']	['notified', 'speak', 'asks', 'marries']	['ambition', 'surprise']				
844	16113015	Ed Munn								
845	16113015	Stephen Dallas	executive	['runs', 'receives', 'dotes', 'marry', 'disappeared', 'asks', 'son']						
846	254152	Marin				['wife']				
847	254152	Isu	farmer	['farmer']						
848	14602248	Kohei		['seem']	['married']	['couples']				
849	35978329	Hortense		['tells', 'encourages', 'arrives']						
850	9280571	Sarah		['falls', 'open', 'chooses']	['marry', 'rape']					
851	9280571	Volkerk Grot				['man']				
852	14453901	Peppino				['destitute']				
853	14453901	Antonia				['wife']				
854	405152	Marie - Christine Vercel								
855	357473	Simon		['planning', 'destroys', 'preparing', 'instructed', 'used', 'calls', 'escapes', 'escaped', 'leaves']	['distribute', 'stolen', 'believed']	['henchmen', 'men']				
856	8310511	Nyonya Mansoor								
857	8310511	Sabariah		['tells', 'move', 'calls', 'idea', 'attend', 'waiting', 'crying', 'chooses', 'died', 'agree', 'beat', 'sees', 'go', 'alive']	['sees', 'take', 'start', 'talk', 'keep', 'tells', 'cared']	['grave', 'mother']				
858	8310511	Kassim Selamat	musician	['wanders', 'becomes', 'accepts', 'falls', 'begs', 'recovers', 'ignores', 'meets', 'leave', 'opens', 'takes', 'move', 'refusing', 'wants', 'returns', 'goes', 'reveals', 'receives', 'renounces', 'crying', 'lets', 'starts']	['encouraged', 'chooses', 'work', 'forced', 'see', 'make', 'start', 'found']	['crying', 'eyes', 'bandages']				
859	8310511	Ismadi	doctor	['looking', 'says', 'agree', 'beat']	['marry', 'keep']	['doctor', 'wing', 'side', 'house', 'home']				
860	2474297	Dean		['refuses', 'flees', 'enters']	['confronts']	['disciples', 'child']				
861	2474297	Barbara		['drives', 'killed']		['wife']				
862	2243660	Harold	owner	['have', 'wants']	['tosses', 'clean', 'share']	['owner']				
863	16305195	Ellis		['runs', 'uses']	['forces', 'leaving', 'die']					
864	13917204	Ray			['estranges']	['her']				
865	13917204	Rachel Armstrong	reporter	['alienates', 'defends', 'costs', 'reporter', 'has']	['defend', 'release', 'taken']	['source', 'investigation']			F	
866	19892255	Li Yuhan								
867	22516313	Hans Vassmann								
868	22516313	Ingrid Vassman				['wife']				
869	22516313	Joseph Krauzenberg		['arranges', 'visits', 'tycoon', 'makes', 'reassures']		['wealth', 'home']	Jewish		M	
870	22516313	Rachel				['wife']				
871	15352210	George H. W. Bush	executive President	['suspects', 'loses', 'learns', 'states', 'labels', 'recalls', 'discovers', 'becomes', 'attempts', 'crashes', 'bluffing', 'declares', 'begins', 'endures', 'challenges', 'decides', 'debate', 'meets', 'dreams', 'invites', 'mends', 'takes', 'spent', 'announces', 'Texan', 'gives', 'has', 'blames']	['criticized', 'asked', 'accepted', 'help', 'catch', 'jailed', 'run']	['elder', 'advisor', 'staff', 'father']			M	
872	18606338	Cesare	journalist	['calls', 'recognizes', 'marries']	['asks']	['journalist']				
873	18606338	Maria		['asks']	['marries']	['woman']				
874	2783102	Frank Johnson		['gives', 'saw']	['want', 'find', 'testify', 'sees']	['verge', 'killing', 'shadow', 'efforts', 'wife']				
875	3569886	Dave Robicheaux	police detective	['seeks', 'calls', 'unable', 'get', 'discovers', 'becomes', 'warns', 'succeeds']	['prevent', 'assaulted']	['friend', 'detective']			M	
876	3569886	Annie		['adopt']		['wife']				
877	31149282	Gangaram Verma		['homeless']	['trust', 'get']	['son']			M	
878	31149282	Gangaram Verma		['homeless']	['trust', 'get']	['son']			M	
879	4860532	Duke Duke		['solves', 'plays']	['related', 'plays', 'smitten', 'tied']	['wits', 'cousin']				
880	4860532	Petunia	Princess	['agrees', 'Rhubarbarian', 'makes', 'live']	['marries']	['sweet']				
881	8379216	Kassim Baba		['return', 'tries', 'forgotten']	['steal', 'trapped', 'collects', 'stall', 'caught', 'pay', 'tells']					
882	27375543	Nicholas D. Wolfwood		['followed', 'puts', 'interprets', 'participate', 'agrees', 'dispatches', 'pull', 'discuss']	['act', 'enlists', 'bodyguard', 'help']	['leaps']				
883	13787959	Chon	student	['tell', 'having', 'continues', 'remember', 'comes', 'face', 'died', 'finds', 'has', 'student', 'discovers', 'he', 'goes']	['have', 'tormented', 'referred']	['sister', 'sister', 'enraged', 'body']				
884	1629120	Mel Edison		['cope', 'lost', 'suffers']	['bring']	['character', 'plight']				
885	1629120	Edna		['bring']		['wife']				
886	17845260	Bernie	social worker	['takes', 'gives', 'love', 'end', 'tell']		['worker']			M	
887	5179911	Karen			['sends']	['wife']				
888	5179911	John Brennick		['reunites', 'manages', 'tries', 'refuses', 'scrambles', 'uses', 'starts', 'America']	['knocked', 'kill', 'captured', 'bombarded', 'wants', 'caught', 'come', 'help', 'hold', 'escape', 'ask']	['visitors', 'Jeep']				
889	26042283	Yaşar								
890	26042283	Nezaket		['kept']						
891	5339355	Leonore				['wife']				
892	5339355	Walter Bergmann	Attorney attorney	['escorts', 'trying']	['sum', 'defend']	['wife']				
893	30469517	Robert Anderson	teacher	['visits', 'overseeing', 'find', 'finds', 'reads', 'discovers', 'manages', 'decide', 'goes']	['affected', 'confronted', 'catches', 'loathes', 'sack']	['teacher']				
894	34973357	Ramata		['agrees', 'woman']	['follow']					
895	34973357	Matar Samb	prosecutor							
896	77223	Tony Wendice	tennis player	['discovered', 'claims', 'leave', 'devises', 'blackmailed', 'tells', 'retrieves', 'offers', 'retired', 'refuses', 'makes', 'suggests', 'following', 'stole', 'left', 'explains', 'turn']	['pay', 'seen', 'lost', 'save', 'asks', 'persuade']	['key', 'story']			M	
897	17687538	Linda				['wife']				
898	17687538	Willy Loman		['realizes', 'refuses', 'meet', 'slips', 'kills', 'changed', 'remains', 'gets', 'hotel', 'ends', 'complains', 'accept', 'walks', 'goes']	['visit', 'hear', 'ask', 'hugging', 'leave', 'tell']	['upset', 'state', 'confused']			M	
899	671455	Mary		['gave']		['spirit', 'wife']				
900	671455	Billy shot Chan		['shot', 'shot']	['killed']	['deaths']				
901	28785017	Richard Fordyke		['starts', 'assures', 'sees', 'warns', 'points', 'come', 'receive', 'ordered']	['bewildered', 'informs', 'tells']	['insistence', 'name', 'wife']				
902	28785017	Diane		['person']		['devoted', 'sister']				
903	9627061	Anna								
904	9627061	Bruno		['fights', 'kills', 'recounts']						
905	9144986	Wes Merritt		['quits', 'enters', 'tells', 'comes']	['seduced', 'invites']	['respect', 'wages']				
906	9144986	Louise		['idea', 'fights', 'becomes', 'bear', 'goes']	['watch']	['wife']				
907	12592974	Anselmo	businessman		['imagined']	['businessman']				
908	12592974	Angélica		['has', 'age', 'meet', 'plays']	['married', 'married']	['mother', 'named', '1973', 'cousin', 'daughter', 'father']				
909	686022	Will Randall		['tame', 'monster', 'negotiates', 'bitten', 'calls', 'tries', 'wrests', 'realizes', 'finds', 'asks', 'begin']	['make', 'harbor', 'unnerved', 'returns', 'adapt', 'frame', 'see', 'bitten']	['room', 'wife', 'involvement', 'protégé', 'hearing', 'innocence']			M	
910	686022	Charlotte		['stops']		['samples', 'murder', 'infidelity', 'clothing']				
911	99463	Doyle		['empties', 'sees', 'take', 'hunts', 'feel', 'shoots', 'persuades', 'dislike', 'roust', 'responsible', 'vows', 'kills', 'convinces', 'connect', 'comes', 'seems', 'becomes']	['kill', 'makes', 'transferred', 'reassigned', 'told', 'criticizes', 'assassinate', 'capture']	['happy', 'high', 'appearance', 'efforts']				
912	99463	Sal Boca			['said', 'killed', 'held']	['brother']				
913	20622475	John Zheng				['wife', 'perspective', 'story', 'child']				
914	1069944	Edward Elliott		['finds']						
915	1069944	Enid		['decides']	['advising']	['wife']				
916	779790	Pedro Rojas		['resigning']		['sense', 'principles']				
917	779790	Griselda				['wife']				
918	13172792	Katie				['wife']				
919	13172792	Charlie			['named', 'save']	['yolks']				
920	5590439	Anne				['Cleves', 'wife']				
921	5590439	Marie		['gets', 'cousin']	['beheaded']	['infidelity', 'Normandy']				
922	5590439	Henry VIII		['keeps', 'keen', 'seizes']	['free']	['ardour', 'demands']				
923	30250668	Philip Marlowe		['ready', 'get', 'realizes', 'live', 'sets', 'explains']	['follows', 'find', 'mixed', 'hang']				M	
924	13235461	Donna Trenton	housewife	['kills', 'takes', 'uses', 'pushes', 'beats', 'drive', 'pulls', 'knows', 'revives', 'makes', 'decides']	['trapped', 'attacked']	['wounded']			F	
925	13235461	Vic		['town']		['husband']				
926	2199665	John Henry Brennick		['gives', 'hijack', 'learns', 'manages', 'rescuing', 'escape', 'takes']	['grab', 'extort', 'intimidates', 'help', 'treat', 'imprisoned']	['group', 'shooting']			M	
927	2199665	Karen		['is', 'giving', 'manages']	['orders', 'use', 'rescuing', 'release']	['wife']				
928	11227634	Robert Cole	Commander							
929	11227634	Cathy			['wounded']	['wife']				
930	27658356	Virginie		['catches', 'concludes', 'overhears', 'marries', 'believes', 'overhear', 'realizes']	['convinced', 'told']	['young']				
931	27658356	Hervé Dandieu	dentist	['decides', 'refuses', 'convinces', 'one', 'leaves']	['give', 'stay']	['innocence', 'blackmailing', 'surprise']				
932	1416397	Topper Harley		['enters', 'reminisce', 'suspects', 'reach', 'finds', 'retired', 'manages', 'runs', 'refuses', 'decides', 'disarms', 'become']	['rid', 'find', 'rescue', 'orders', 'pulls']	['love', 'team']				
933	3644204	Joe Conroy	Police chief	['puts']	['relieved']	['chief']				
934	3644204	Helen				['wife']				
935	9803242	Jeff Carter		['resigns', 'hears']	['blacklisted']	['discovery', 'wife', 'son']				
936	2368143	Prince Mamuwalde	Prince	['believes', 'manages', 'dispatches', 'lures', 'continues', 'seeks', 'encounters', 'transforms', 'leaves']	['kill', 'escape', 'track', 'transforms']	['ruler', 'wife', 'victims']				
937	8859517	Magee		['throwing']	['married']	['older', 'daughter', 'Maniac']				
938	8859517	Amanda Beale		['married']		['named']			F	
939	19755662	Elizabeth Burns		['gracious']	['poised']	['sister']			F	
940	29415025	Judith Wynter	novelist			['part', 'bewilderment']				
941	2711663	Ted Shane	Private detective	['makes', 'returns', 'finds']	['claims', 'suspected', 'dated', 'work', 'bring']					
942	2711663	Astrid				['wife']				
943	24640712	Arthur Gold	principal						M	
944	24640712	Sue Berlin	schoolteacher							
945	10636802	Balraj Kohli	businessman	['married', 'had']					M	
946	10636802	Sharda		['starts', 'comes', 'sisters', 'finds', 'sees']	['strikes', 'married']	['unable']				
947	612656	Ray		['swear', 'calculating', 'kills', 'cold']	['shoots']	['bodyguards', 'wife', 'house']			M	
948	612656	Jeanette				['wife']				
949	2259349	Eric Stanton	drifter	['proves', 'gets', 'falls', 'flees', 'stay', 'talks', 'suspect', 'persuades', 'returns']	['tells', 'know', 'pulled', 'asks', 'attracted']	['drifter', 'type']				
950	2259349	Mark Judd		['waiting', 'tells', 'found', 'killer', 'pulls']	['investigate', 'asked', 'arrested']					
951	3319336	Dave Evans	police detective	['partner', 'following']						
952	28529436	Roger								
