	movie_id	character	title	agent_verbs	patient_verbs	attributes	religion	age	Gender
242	1326091	Raj	bachelor	['realizes', 'confused', 'live', 'introduce', 'forms', 'attends', 'married', 'takes', 'watches', 'drives', 'have', 'follows', 'invites']	['chaperones', 'tells']	['feelings', 'American']			
243	1326091	Sanjeev			['leave', 'invites', 'tell']	['her', 'angry', 'jealous']			
244	1330432	Lenny Weinrib	Sportswriter	['sleep', 'meet', 'locates', 'makes', 'console', 'reconciles', 'finds', 'sets', 'urges', 'tricks', 'befriend', 'becomes']	['opposed']	['child']			
245	1330432	Amanda		['has', 'having']		['wife', 'ridden']			F
246	17101981	Andrew Paxton	assistant boss editor	['announces', 'dating', 'proposed', 'tells', 'confronts', 'goes', 'refuses', 'insists', 'makes', 'rushes', 'wanted', 'turns', 'saves']	['become', 'find', 'talk', 'asks', 'comfort']	['family', 'assistant', 'boat', 'name', 'ex-girlfriend', 'town', 'parents']			M
247	22276971	Noelle		['standing', 'calls', 'tells', 'comes', 'finds']	['finds', 'visit']	['angry', 'girlfriend']			
248	22276971	Ray Rehman	investment banker bartender	['optimistic', 'discover', 'go', 'works', 'learns', 'gets', 'golfing', 'agrees', 'reveals', 'finds', 'accuses', 'explains', 'disappointed', 'meet', 'has']	['meet', 'visit', 'go', 'inspires', 'tells', 'put']	['doorstep', 'father', 'frustrates', 'parents', 'mother', 'deceit', 'surprises', 'pleas', 'confuses', 'parents', 'delight']	Muslim		M
249	14538051	Vijay		['completed', 'indulges', 'seems', 'attend', 'decides', 'walk', 'staggers', 'takes', 'married', 'leaves', 'fired', 'recover', 'continues', 'wants']	['husband', 'reveals', 'he', 'leaves', 'reach', 'enjoying', 'kill', 'pursue', 'confront', 'named']	['condition', 'friends', 'child', 'marrying', 'pampered']			
250	3459677	Bhavana		['uses']					
251	26658618	Tony		['gets', 'proposes', 'lies']	['marries', 'trick']	['life', 'groomsman']			
252	26658618	Rachel		['marries', 'sneak']		['friend']			
253	180912	Arthur Stevenson	publisher	['reassures']	['forcing', 'take']	['publisher']			
254	180912	Ethel		['does']					
255	180912	Michael Grant	illustrator	['makes', 'sees', 'assumes', 'invites', 'declares']	['free', 'tells']	['father', 'her', 'wife', 'embracing', 'divorced']			
256	18206216	Yasmine		['tired']	['loves']	['man']			
257	18206216	Kwame Gatmon		['sure']					
258	12930887	Georges Valandray	businessman	['thinks']	['restored']				
259	12930887	Gilberte Valandray		['encourages', 'aghast']	['invites', 'discover', 'restored']	['friend']			
260	1203340	Jenny Taylor		['jumps', 'realizes', 'sits', 'is', 'discovers', 'takes', 'sees', 'reach']	['lose', 'takes']	['plan', 'plans']			F
261	17646903	Margo				['wife']			
262	17646903	Irv ' Klopper							
263	12279512	Mark Christopher	screenwriter	['interested', 'marries', 'takes', 'dating', 'has']	['take', 'persuaded', 'appalled']	['apartment', 'friends', 'secretary']			M
264	12279512	Susan Landis		['stay', 'made', 'develops', 'confesses', 'has', 'tells', 'fights']	['seen', 'arrested', 'make', 'abandoned']	['struck']		18	
265	3152877	Jennifer							
266	3152877	Jack Chester	controller	['sailed', 'proposes', 'receives', 'locks']	['befriends', 'enable', 'help', 'enjoy']	['helping']			M
267	26107567	Devlin Adams		['confesses', 'invites', 'asks', 'meets', 'gives']	['named']	['made', 'rivalry']			F
268	26107567	Palmer	teacher	['insists', 'confronts', 'decides', 'assumes', 'meets', 'suggests', 'look']	['tells', 'marry', 'spend', 'take', 'marrying', 'asking', 'meets']	['front', 'teacher']			F
269	26107567	Katherine Murphy	manager	['runs', 'says', 'mentioned', 'admit', 'dismisses', 'surprised', 'married', 'look', 'introduces', 'admits', 'confides', 'run', 'talking']	['calls', 'asks', 'confronts', 'pose', 'tell', 'maintain']	['kids']			
270	26107567	Danny Maccabee	surgeon	['made', 'meets', 'are', 'agrees', 'run', 'asks', 'calls', 'shows', 'surprised', 'married', 'teaches', 'spend', 'tells', 'go']	['tell', 'introduces', 'get', 'maintain', 'married', 'asks', 'blackmail']	['feelings', 'plans']			
271	26107567	Ian Maxtone - Jones			['divorcing']				
272	290633	Vince		['comes', 'wants']	['marry', 'visit']	['boyfriend']			
273	290633	Constance							
274	290633	Nina Borowski	Social worker	['have', 'feels', 'relationship', 'announces', 'meets', 'decide', 'has', 'explains', 'moody', 'gives', 'tells', 'finds', 'gets', 'staying', 'asks', 'offers', 'attends']	['loves', 'invite', 'leaving']	['offer', 'crazy', 'drives']			F
275	16426208	Joe Grant		['gets', 'made', 'offers', 'reached', 'upset', 'picks', 'chases', 'admits', 'offended', 'coming', 'convinces', 'begins', 'apologizes', 'walks', 'agreed', 'arrives']	['find', 'buy', 'swarmed', 'amused', 'relaxes', 'fight', 'sends', 'spend', 'takes', 'cry']	['family', 'father', 'mother']			
276	16426208	Maggie Johnson		['hidden', 'thinking', 'walks', 'touched', 'takes', 'shows', 'relaxes', 'throws', 'tried', 'admits', 'causes', 'is', 'reluctant', 'does', 'waiting', 'feigns', 'tells', 'fetches', 'gives']	['find', 'help', 'buy', 'join', 'causing', 'bring', 'believe', 'hop', 'tells', 'call']	['plea', 'Annoyed', 'things', 'front', 'leaves', 'heart', 'boss', 'taking', 'Determined']			
277	28141854	Billie		['unaffected', 'wins', 'becomes', 'girl']	['accepted']	['sister']			
278	28141854	Bob Matthews				['first', 'shocked', 'slugs']			
279	10629623	Eve				['daughter']			
280	17996335	Anila		['showed', 'ask', 'comes']	['named']				
281	17996335	Sanjana		['ended', 'gone', 'says', 'went', 'angry', 'marry', 'asks', 'wants', 'shows', 'followed', 'meets']	['touched', 'explain', 'confront', 'asked', 'loved']	['father']			
282	17996335	Yogesh		['annoyed', 'sees', 'accepts', 'refused', 'met', 'thinks', 'realises', 'willing', 'agrees', 'angry', 'heir', 'betrayed', 'adamant', 'tell', 'marry', 'asks', 'pulls', 'realised', 'goes']	['takes', 'staggered', 'marry', 'see', 'meet', 'take', 'help', 'marry', 'linked', 'asking']	['grandfather', 'talks', 'bride', 'photo', 'grandson', 'family', 'father', 'man', 'date']			
283	17996335	Kanta				['wife']			
284	27954293	Arikki @ Arivazhagan		['taken', 'leads', 'son']					
285	27954293	Ramasamy				['husband']			M
286	28880684	David Lindhagen		['arrives', 'get']	['dating', 'return']				M
287	28880684	Emily		['begins', 'leaves', 'calls', 'have']	['remind', 'sees']	['sweater', 'daughter', 'wife']			
288	28880684	Cal Weaver		['seduces', 'man', 'stops', 'get', 'gives', 'slept', 'manages', 'begins', 'create', 'refuses', 'starts', 'decides', 'wants', 'knew', 'have', 'receives', 'goes']	['recount', 'try', 'appalled', 'approve', 'calls', 'seduce']	['calls']			M
289	11929259	Carol Clayton		['tells', 'emotional', 'friendly', 'marry', 'gets', 'calls', 'celebrate', 'asks', 'going', 'selling']	['marry', 'let', 'meets']	['stud', 'nerves', 'father', 'maid']			F
290	11929259	Jesse Kiffmeyer		['jealous', 'ends', 'sneezes']	['tells']	['contract']			
291	1923292	Maggie Williams	secretary	['allows', 'ends', 'admits', 'informed', 'defends', 'secretary', 'runs', 'leaves', 'gets', 'visits', 'discusses', 'upset']	['upset', 'wakes', 'confronted']	['warnings']			
292	1923292	Paul Barton	boss	['thinks', 'arranges', 'expresses', 'wakes', 'announces', 'accepts', 'tells']	['inform']	['mistress', 'successor']			
293	2920744	Bianca		['calls', 'becomes']	['married', 'marry']				
294	2920744	Ellen		['alone', 'declared', 'married', 'sure', 'tracks']	['reconciled', 'shipwrecked', 'confronts', 'rescued']	['wife']			
295	2920744	Nick Arden	lawyer	['left', 'tries', 'tracked', 'confronts']	['reconciled', 'married', 'explain', 'loves']	['feelings', 'behavior']			M
296	25616821	Sam Sawyer		['assumes', 'keen', 'discover', 'relates']		['story']			
297	25616821	Emily		['taken', 'made']		['suite', 'distress']			
298	240363	Phil Potter		['invites', 'begin', 'moves', 'does', 'seems', 'attends', 'takes']	['set']				M
299	17908468	Steven Jay Russell	police officer	['dying', 'laughing', 'waiting', 'bear', 'leaves', 'died', 'explores', 'becomes', 'goes', 'locates', 'describes']	['caught', 'tells', 'sent', 'imprisoned', 'calls']				
300	11823946	Duke Orsino		['furious', 'love', 'marries', 'dismisses']		['court', 'local', 'court']			M
301	11823946	Viola		['believes', 'survived', 'end', 'becomes', 'twins', 'arrived']	['marries', 'caught']	['identity', 'devastated']			F
302	10536433	Maria Gonzalez			['allow']				
303	10536433	Ben Murphy		['confronts', 'decides', 'tell', 'want', 'waste', 'follow', 'prepared', 'discovers', 'disagrees', 'qualify', 'writes', 'begins', 'seeks']	['go', 'forgive']	['nerve', 'dismay']			M
304	1385251	William Cleary	Secretary of the Treasury	['states', 'kicks']		['wife', 'power', 'daughters', 'Secretary']			
305	1385251	John Beckwith		['refuses', 'return', 'go', 'fondle', 'joins', 'becomes', 'uniting', 'continue', 'crashes', 'learns', 'convinces', 'connect', 'states', 'disrupts', 'attempting', 'behaves', 'comes', 'takes', 'professes', 'goes', 'play', 'convince', 'reveals', 'falling']	['tell', 'bail', 'meet', 'kissing', 'change', 'asks', 'takes', 'emerges', 'get']	['confusion']			M
306	1385251	Jeremy Grey	artist	['tries', 'knocks', 'confess', 'asks', 'realize', 'tells', 'realizes', 'attempts', 'ends', 'trying', 'intervenes', 'continues', 'takes', 'return', 'play']	['accept', 'married', 'reconcile', 'ties', 'emerges', 'chased', 'hurt', 'convinces', 'tell', 'convince', 'keep', 'shoots', 'shocks']	['wounds', 'image', 'delight', 'wedding', 'stupidity']			M
307	1385251	Jane Seymour							
308	1385251	Claire		['happy', 'tells', 'go', 'admits', 'continue', 'leaves', 'begins', 'want']	['leaving', 'court', 'him', 'demanding', 'doubt', 'asking', 'return', 'convince']				
309	1385251	Gloria		['becomes', 'tends', 'tending', 'confess', 'gives', 'proceeds', 'reveals', 'ties', 'possessive']	['fulfilling', 'rape']	['brother']			
310	2608771	Alice Holbrook		['nothing', 'realize', 'becomes', 'pretends', 'shows', 'chases', 'insists', 'looks', 'sends', 'catches', 'decides', 'having', 'calls']	['loved', 'tell', 'woman', 'write', 'sees', 'forge']	['husband', 'affair']			F
311	2608771	Sam		['declares', 'realizes', 'cheating', 'win']	['woo', 'shows']	['reputation', 'husband']			
312	29165410	FDR Foster		['have', 'pursued', 'tries', 'insists', 'runs', 'discover', 'womanizer', 'crashes', 'mission', 'walks', 'persuades', 'reveals', 'parachute', 'discovers', 'urge']	['chooses', 'flirt', 'tackles', 'convinced', 'sees']	['bugs', 'his']			M
313	29165410	Lauren Scott	executive	['discovers', 'have', 'sees', 'interrupts', 'do', 'feels', 'decides', 'storming', 'invites', 'hit']	['urge', 'persuaded', 'make', 'marry', 'come']	['date', 'groups', 'advice', 'apartment']			F
314	13951439	Ayesha Mehra	student	['go', 'accepts']	['loves', 'calls', 'locate', 'attracted', 'visit']	['rumors', 'relatives']			F
315	4343386	Kathy			['married', 'tells', 'tell']	['marriage']			
316	4343386	Peter							
317	4213599	Silvius			['marry', 'married', 'brought']				
318	4213599	Rosalind		['disguise', 'reveals']	['encounters', 'banishes', 'marry', 'married']	['praise', 'daughter']			F
319	4213599	Phoebe		['complicates', 'promise', 'falls']	['brought', 'married', 'marry']	['shepherdess']			
320	10190365	Shambunath Mehta							
321	10190365	Paro			['marry', 'finds']	['father', 'affair']			
322	32420843	Ben		['wins']					M
323	32420843	Lucy		['marries', 'discovers']					F
324	10095235	Paraguaçu		['live', 'lied', 'marries', 'finds', 'swims']	['take']	['called']			
325	10095235	Diogo Álvares		['sees', 'meets', 'decides', 'live', 'embarks']	['take', 'marry', 'rescued', 'marries', 'engaged']				
326	2357737	William			['married']	['brother']			
327	2357737	Natasha			['married']	['ballerina']			
328	2877584	Irene	actress	['marry', 'decides', 'comes']	['giving', 'give']	['marrying', 'sister']			
329	2877584	Waldo		['arrives']	['marry', 'punch']	['nature', 'pliable']			
330	314093	Gordon	police officer	['warns', 'accuses', 'reveals', 'greeted', 'apologizes']		['father', 'angry']			
331	314093	Grace				['wife']			
332	21318106	Shirley Valentine - Bradshaw	housewife	['fine', 'gets', 'stand', 'reveals', 'worse', 'leaves', 'preparing', 'spends', 'received', 'upset', 'puts', 'accepts', 'goes', 'go', 'fallen']	['meet', 'calls']	['lands', 'husband', 'suitcase']			
333	21318106	Joe		['sets', 'arrives']	['tells', 'go']	['arrival', 'husband']			
334	1512171	Brian		['gets', 'kicks']		['fees', 'son']			M
335	1512171	Charles	attorney	['resumes', 'realizes', 'hopes', 'buying', 'catch', 'returns', 'understands', 'kicking', 'having', 'agrees', 'recovers', 'received', 'keep', 'loses']	['paralyzed', 'shoots', 'coerces', 'shot', 'pay', 'attorney', 'wants']	['stay', 'wife', 'friends', 'her']			
336	1512171	Helen McCarter		['had', 'one', 'awakens', 'decides', 'learns', 'kicks', 'respond', 'wife', 'retaliates', 'ready', 'start', 'meets', 'heads', 'unemployed']	['see', 'picks', 'let', 'grow', 'move', 'find']	['attorney']			
337	22967108	Phil	tax lawyer	['crash', 'learns', 'rides', 'swims', 'escapes', 'wearing', 'talk', 'couple', 'realizes', 'try', 'asks', 'have', 'climbs', 'get', 'stole', 'tells', 'discover', 'decides', 'hits', 'finds', 'mentions', 'go', 'agree', 'steals', 'says', 'lawyer', 'checks']	['help', 'explain', 'drive']	['guise']			
338	22967108	Claire Foster		['crash', 'remembers', 'try', 'have', 'realtor', 'get', 'stole', 'go', 'pretends', 'drives', 'talk']	['asks', 'take', 'explain', 'count', 'search', 'marry']	['misgivings']			F
339	370064	Daisy				['children']			
340	370064	Karen		['buying', 'discovers', 'assumes', 'greet']		['wife', 'brother', 'friend']			F
341	370064	Harry	managing director	['becomes', 'director', 'caught']	['greet', 'confronts']	['company', 'pocket', 'wife', 'returning']			M
342	370064	Bernard				['children']			
343	1071219	John Clark	lawyer	['jumps', 'take', 'proves', 'doing', 'sees', 'normal', 'spends', 'quits', 'hears', 'falls', 'argue']	['clumsy', 'distracted', 'partnered', 'tells']	['waltz']			M
344	1071219	Beverly		['normal', 'argue', 'hired']	['meets']	['wife']			
345	3130366	Karen		['take', 'decide']	['work']	['wife']			
346	3130366	Matthew		['culprit', 'start', 'expects', 'make', 'reluctant', 'join', 'discloses', 'winds', 'decide', 'tries', 'has', 'co-workers', 'live']	['feel', 'expecting', 'help', 'talk', 'work']	['daughter', 'wife']			
347	3130366	Victor		['remarries', 'co-workers', 'having', 'caused', 'angry', 'sets', 'becomes']	['help', 'hunt']	['wife', 'daughter']			
348	13361675	Catherine				['exhortation']			
349	13361675	Mary Haines	designer	['sets', 'confronts', 'has', 'ends', 'decides']	['repair', 'tells', 'open', 'fired', 'tell', 'stunned']	['daughter', 'woes']			F
350	13291547	Klaasje		['left']		['friend']			
351	13291547	Ted		['invites', 'spotted', 'recognizes']		['husband']			
352	13291547	Dennis		['wants']		['husband']			
353	23091532	Samantha	doctor	['trying', 'counsels', '52', 'stays']	['keep', 'devise', 'released', 'left', 'approached', 'arrested']	['flamboyance', 'drugs']		52	
354	14644512	George		['wakes', 'takes', 'telling', 'lying', 'overhears', 'ran', 'goes', 'agreed', 'forgives']	['puts', 'get']	['hypochondria']			M
355	16355046	Siva	courier hostess driver	['brags', 'visit', 'learns', 'forgives', 'calling', 'teases', 'grows', 'married', 'have', 'deliveryman', 'introduces', 'promises', 'organized', 'realizes', 'attempts', 'fights', 'runs', 'loses', 'saying', 'arrives']	['surround', 'asks', 'marry', 'introduced', 'meet', 'reconcile']	['behaviour']			M
356	103018	Leo Farnsworth	industrialist	['alive', 'buys', 'reappears']	['drowned', 'drugged']	['secretary', 'body', 'policies']			
357	103018	Julia		['continue']	['confused']	['wife']			
358	25737142	Olivia				['car', 'killing']			
359	24672079	Noah Cooper	therapist	['realises', 'displeased']	['moved']	['grandmother']			M
360	24672079	Marilyn		['arrives', 'spies']	['allows', 'hired', 'stay']	['tasks']			
361	10436186	Rong	screenwriter	['grown', 'notices', 'finds']	['told']	['screenwriter']			
362	15202473	Julia Packett		['observes', 'manages', 'remains', 'sees', 'reaches', 'married', 'returned', 'left', 'tries', 'ends']	['walk', 'see', 'show']	['suggestion', 'misdeed', 'method']			
363	15202473	William Packett		['persuades', 'chases', 'encounters', 'comes']		['love']			
364	17323415	Emma Allen		['get', 'meet', 'reveal', 'tells', 'tampering', 'participating', 'stands', 'walks', 'lie', 'married', 'showing', 'dancing', 'make', 'stops', 'begins']	['outraging', 'undergo', 'shown', 'turn']	['turn', 'behavior', 'father', 'nature', 'trait', 'wedding', 'fiancé', 'instructor', 'registering']			
365	17323415	Nate			['married']				
366	16953192	Siddharth		['has', 'want']		['Italian']			M
367	16953192	Ram Saran Dubey	Assistant						M
368	16953192	Sunil Wadhwa							M
369	313885	Fred		['story', 'marries', 'rents', 'explains']		['boss', 'mother', 'men']			
370	313885	Cathy	student	['answers', 'student', 'reveals']	['seduced', 'marries']	['knockout']			
371	3226241	Dolly		['spa', 'get', 'falling', 'go', 'reveal', 'says', 'play', 'lose', 'starts']	['confronts', 'tells', 'engaged', 'marrying', 'have']	['brother', 'father', 'daughter']			F
372	246559	Richard Norvik			['contacts']	['young']			M
373	246559	Peggy Sue awakens						one - night	
374	23118238	Diane				['wife']			
375	23118238	Barton Kendrick	publisher	['decides', 'comes', 'chooses', 'wants', 'gives']	['publish', 'divorce', 'make']	['reaction', 'company', 'publisher', 'married', 'wife']			
376	4222309	Paul							
377	4222309	Sandra			['married']	['neighbor']			F
378	1597877	Donovan Donaly	producer	['comes']	['finds', 'find', 'leaving']	['producer', 'operas', 'help']			M
379	1597877	Marylin Rexroth		['insists', 'meet', 'asked', 'learns', 'tricked', 'gets', 'fail', 'shows', 'winds', 'wants', 'danger', 'tells']	['asks', 'reach', 'negotiate']	['ex-husband']			
380	1597877	Ollie				['named']			
381	1597877	Bonnie				['lawyer', 'wife']			
382	1597877	Rex Rexroth		['hires']	['married', 'obtain']	['ex-husband', 'wife']			M
383	129331	Rita				['wife']			
384	129331	Loretta Castorini	accountant	['drives', 'leave', 'feels', 'pours', 'shocked', 'urges', 'shares', 'plays', 'has', 'goes', 'arrives', 'believe', 'takes', 'upset', 'accepts', 'tells', 'stop', 'throws', 'says', 'is']	['marry', 'see', 'asks', 'moved', 'marry', 'invite', 'sweeps', 'reminds']	['house', 'wedding']		Thirty - seven - year - old	F
385	129331	Raymond Cappomaggi							
386	1324831	Pooja Sahani		['get', 'refuses', 'love', 'it', 'arrives', 'marries', 'have']	['like', 'marry', 'loves']	['loyal', 'disappointment', 'love', 'quiet']			F
387	1324831	Raj Khanna		['have', 'get', 'ignores', 'wants', 'go', 'love', 'returns']	['besotted', 'marry', 'tell', 'attracted']	['friend', 'condition', 'father', 'parents']			M
388	1324831	Tina Kapoor		['keep', 'realises', 'becomes', 'different', 'promise']	['marry', 'vivacious', 'leaving', 'write']	['real', 'name', 'happiness', 'father', 'heart', 'vivacious']			F
389	2618462	Martin Cortland	assistant owner	['appears', 'arranged', 'purchased', 'confesses', 'promised', 'pursuit', 'sends']	['assigned', 'have', 'produce']	['attempts', 'wife', 'release', 'invitation']			
390	2618462	Robert Curtis	Captain manager dancer assistant owner	['startled', 'escape', 'finds', 'arranges']	['find', 'attracted', 'posted', 'caught', 'participate', 'drafted', 'assigned', 'bring']	['sincerity', 'friends']			M
391	29854616	Sivankutty		['marries', 'takes']		['arrives']			
392	29854616	Sridevi			['marries']				F
393	1858682	Edwina		['unhappy', 'wants']	['induces', 'make']	['wife']			
394	1858682	Barnaby Fulton	chemist	['searching', 'trying', 'tests']	['develop']	['wife', 'chemist', 'chimpanzees']			
395	2066293	Harry Brock		['becomes', 'hires', 'needs']	['sign', 'presses', 'get', 'persuaded', 'marry']	['domination']			
396	2066293	Emma ' Billie ' Dawn		['begins', 'marry', 'hide', 'turns']	['marry', 'smarter']	['ignorance', 'Emma', 'independence']			
397	19451074	Kedar Chatujye		['becomes', 'has', 'admits']		['simple', 'decency', 'minded']			
398	19451074	Saraswati		['decides']	['married']	['parents', 'disappointed']			
399	1682805	Everett		['finds', 'asks']	['talk', 'assume']	['request', 'family', 'brother', 'sister']			
400	1682805	Meredith Morton	executive	['opts', 'asks', 'couple', 'tries', 'lets', 'breaks', 'relaxes', 'attempts', 'lock', 'crashes']	['stay', 'drive', 'fit']	['oblivious']			F
401	101907	Vicky Allesio		['sleeps', 'admits', 'cancels', 'he', 'declines', 'responds', 'walks', 'going', 'amused', 'discovers', 'asks', 'leaves', 'sees', 'becomes', 'gone', 'sunning', 'decide']	['grabs', 'him', 'takes', 'call', 'given', 'impressed', 'see', 'invites', 'tells', 'head']	['mounts', 'discomfort', 'echo', 'lack']			
402	101907	Steve Blackburn		['becomes', 'tries', 'invites', 'decide', 'forgets', 'sends', 'ends', 'undo', 'grabs', 'decides', 'comes', 'gets', 'arranges', 'wakes', 'leave', 'takes', 'turns', 'spends']	['have', 'persuaded', 'get', 'disappointed', 'sees', 'put', 'head']	['need', 'daughter', 'wife', 'echo', 'co-workers']			
403	101907	Gloria			['sees']	['wife']			
404	101907	George Segal							
405	26779875	Will		['marry']	['marrying', 'loves', 'performing']	['brother']			M
406	26779875	Joanna	executive	['left', 'pushes', 'Kiss', 'remembers', 'starts', 'angry', 'introduces', 'fits', 'changed', 'did', 'tries', 'seems', 'reveals']	['tells', 'reason', 'confronts', 'meets', 'recognize', 'talk', 'marry', 'take', 'reveals', 'finds']	['song', 'favorite', 'past', 'children']			F
407	11223	Fiona		['deduces', 'marry']	['married']	['brother']			F
408	11223	Scarlett	guard	['marry']		['flatmate']			F
409	11223	Prince Charles		['surprised', 'decided', 'replies', 'watches', 'receives', 'confesses', 'wonder', 'have', 'happy', 'has', 'requite', 'man', 'finds', 'asks', 'attends', 'spends', 'meets', 'recovering', 'love', 'runs', 'makes', 'empathetic']	['marry', 'punches', 'loved', 'marry', 'discover', 'translate', 'asks']	['flatmate', 'eyes', 'that']			
410	11223	Deirdre				['cousin']			
411	11223	Chester			['marry']	['tall', 'American', 'named']			
412	11223	Tom		['marry', 'have']		['brother']			M
413	11223	Carrie		['astonishes', 'reveals', 'arrives', 'teases', 'attending', 'responds']	['watching', 'meets']	['wedding', 'that', 'American']			F
414	11223	Henrietta		['punches', 'marry']	['marry']	['room']			F
415	11223	Matthew		['recites', 'couple']		['partner', 'cousin']			M
416	11223	David	guard	['asks', 'marry']		['brother']			M
417	2517072	Esha Malhotra	writer	['fell', 'fallen', 'want', 'hires']	['marry', 'marry', 'meet']	['grandfather', 'portrait', 'unable']			
418	2517072	Rahul Sharma	writer photographer	['does', 'decides', 'thinks', 'leaves', 'standing', 'reunites', 'meets', 'writer']	['photographer', 'urges', 'forget', 'hurry', 'struck', 'hires']	['friend']			M
419	1580851	Saraswati		['ready', 'pregnant', 'insists', 'allows', 'wrong', 'decides', 'starts', 'telling', 'discovers']	['leave', 'meets', 'kill', 'involves', 'marries', 'apologise', 'slapped', 'deter']				F
420	1580851	Raju		['begins', 'sees', 'becomes', 'meets', 'uneducated', 'refuses', 'recovering', 'marries', 'manages']	['save', 'cough', 'approaches', 'believe']	['over-protective', 'stepmother', 'wealth', 'brother', 'story', 'father', 'nature', 'desire']			M
421	10715230	Tom Ferris	Col.	['steals', 'continues', 'shipped']	['marries', 'falls']	['based']			M
422	10715230	Julie		['marries']					
423	19082345	Vicki Anderson	singer	['puts', 'begin', 'performing', 'gets', 'responds', 'slides', 'walks', 'offers', 'spends', 'happy']	['blames', 'pick', 'take', 'track', 'remarries', 'leave', 'have']	['stiff']			
424	19082345	Charley Pearl		['apologizes', 'remarries', 'wants', 'accepts', 'goes', 'begin', 'eager', 'help', 'has', 'return', 'runs', 'makes', 'leaving', 'willing', 'offers', 'marries', 'reneges', 'drives', 'sinks', 'shows']	['have', 'pay', 'get', 'take', 'marry', 'engaged', 'warns', 'found', 'accompany', 'foot']	['father', 'looking', 'thoughts', 'charm', 'killing', 'announcement']			
425	12666854	Pseudolus		['makes', 'gets', 'blackmails', 'lyingest']					
426	1659186	Mark	therapist		['hung']	['characters', 'therapist']			M
427	22099425	Mala		['fighting', 'keeps', 'realize', 'get']	['sees', 'ignore']	['relationship', 'younger', 'parents', 'friend', 'feelings', 'mother']			
428	22099425	Kishen	businessman	['marriages', 'fighting', 'accept', 'get', 'slaps', 'nerd']	['accept', 'dislikes', 'makes', 'tells', 'married', 'ignore', 'sees']	['younger', 'businessman', 'father']			
429	3418109	Gena		['unable']	['communicate', 'trapped']	['wife', 'skeptical']			
430	3418109	Coleman Ettinger	professor	['realizes', 'returns', 'discovers', 'leaves', 'do', 'plays']	['informs', 'greeted', 'trapped']	['subconscious']			
431	2451146	Baroness Czerny		['lose', 'explain', 'have']	['marry', 'wants']				
432	2451146	Georges Flammarion		['pay', 'hears', 'wants', 'loves', 'seems', 'It', 'slips']	['recognize']				M
433	2451146	Jacques Picot	bachelor	['insists', 'marry', 'lose', 'wants', 'offers', 'had', 'presses']	['captivates', 'marry']				
434	2638362	Emma Woodhouse		['ridicules', 'misinterprets', 'persuades', 'alone', 'takes', 'cross']	['attracted', 'avoids', 'scolds']	['friends', 'advice']			F
435	17470934	Werner		['tries', 'one', 'makes', 'learns', 'have']	['get']	['husband']			
436	17470934	Mathilda		['Worker']					
437	17161827	Ralph Galloway		['insists', 'informs']	['target']	['staid', 'respectable', 'unsuspecting']			
438	17161827	Doug Andrews	driver bachelor	['shows', 'lets', 'learns']	['find', 'informs']	['lessons']			
439	13514560	Joel		['quit', 'sees', 'walking', 'had']		['sarcastic']			M
440	2209172	Joanna Stayton	housewife	['turns', 'finds', 'left', 'falls', 'divorced', 'handles', 'has', 'looks']	['asks', 'given', 'get', 'tells']	['Cove', 'mother', 'attitude', 'memory']			F
441	2209172	Grant Stayton III		['attempts', 'returns', 'finds', 'goes']	['get', 'left', 'shoot', 'retrieve']	['incensed', 'neurotic', 'selfish']			M
442	11929565	Eadie		['leaves', 'turns', 'visits', 'tries', 'runs', 'visit', 'follow', 'gets']	['spotted', 'puts', 'tells', 'marry', 'bails']				F
443	11929565	Tom		['arrives', 'taking', 'manages', 'leaves', 'puts', 'breaks', 'come', 'tells', 'changed']	['tells', 'see', 'get']	['son', 'rival', 'father']			
444	27341604	Erin		['wants']	['marry']	['girlfriend']		26 - year - old	
445	14469100	Lorenzo Xavier Vega	chemical engineer			['career']			M
446	14469100	Susan				['wife', 'dream']			
447	1006385	Norman Lindsay	artist			['wife', 'estate', 'models']			M
448	1006385	Rose				['wife']			
449	12896610	Holden Adams							
450	2918524	George Ryan		['asks', 'breaks', 'reads']		['wife']			
451	2957178	Lucy				['meeting']			
452	3227819	Sam Bell		['begins']	['find', 'leaves']				M
453	2161511	Marge Nelson		['share', 'key', 'helps', 'manages', 'his']	['sent', 'use', 'send', 'kidnaps', 'save', 'separated']				F
454	142435	Dorothy Boyd		['contemplates', 'love', 'told']	['keep', 'meet', 'help', 'marries']	['reply', 'dismay']			F
455	142435	Jerry Maguire		['concentrates', 'trying', 'speaks', 're-signs', 'rebuked', 'agent', 'travels', 'secured', 'claims', 'flies', 'comments', 'made', 'convinces', 'turns', 'marries', 'lobby', 'announces', 'call']	['told', 'meet', 'devastated']	['surprised', 'clients', 'resolve', 'protégé']			M
456	13904106	Jimmy		['wants', 'explains', 'builds', 'returns', 'married', 'gains', 'boasts', 'man', 'flaunts']	['watching', 'visit', 'marry', 'declared', 'woken', 'disowned']	['efforts', 'fortune', 'father', 'parents']			
457	18799982	Joe	construction worker	['worker']		['parents']			
458	18799982	Sam Sharpe		['manipulated', 'changing', 'married', 'have', 'dies', 'has']	['confined']	['loving']			M
459	18799982	Marilyn	construction worker			['wife', 'parents']			
460	238484	Chaplin		['portrays']					
461	238484	Tillie		['inherits', 'finds', 'smuggled', 'instigated', 'working', 'drunk', 'realize']	['named', 'forced', 'arrested', 'work', 'meets']	['money', 'father', 'Banks']			
